1E941j4aEDZePQTMgy772GBABPUXWbsqma,17AYseKBCbuhCJZct6rmxQJVyWS4YW2jLT,4022000.00,512d8fdf5035ce95a4e82241c33dc275a05fa65579ebbd731e18be6778d16164
1E941j4aEDZePQTMgy772GBABPUXWbsqma,1E941j4aEDZePQTMgy772GBABPUXWbsqma,2728536980.00,512d8fdf5035ce95a4e82241c33dc275a05fa65579ebbd731e18be6778d16164
1CunXLRgqJKRtTMFAu1nEeQEqKSNrCwNAy,1C6yNTp8y1QVAwjPGLRMx9q6X5rMZZsSP,17887877152.00,1cc1a20ecb4176a00ad48a881930a80361a42e51202ce5c6990804c26dfe9eca
1CunXLRgqJKRtTMFAu1nEeQEqKSNrCwNAy,157cCR3MPXKyfkw7yF8MHrmmbutZUCCcVS,28764810.00,1cc1a20ecb4176a00ad48a881930a80361a42e51202ce5c6990804c26dfe9eca
19yts6bQomKvDjJRRyR87QbdwxbYtCS917,1BoJoT2oEdrjfVy2mWEfBkJwERULrcBrgB,1000000.00,6ebb54f1b7610b1cffb42856bf48ae9e89a7c6beb8c653a7cd9bab8eb71b1111
19yts6bQomKvDjJRRyR87QbdwxbYtCS917,1AXKNbarxTGenp5xVJPZSC3gRSiQ7hmn4H,2675100.00,6ebb54f1b7610b1cffb42856bf48ae9e89a7c6beb8c653a7cd9bab8eb71b1111
19sF921VEvBBE2536rDVw9YVHDYNJA5bfU,1PN4aBsdodxbuZsjrD4wvCP9qC34fJiU1H,7564.60,df4fd0ee1f98f5a50e094105dbe52d76d831f7d62ab988fe14009795d12f6673
19sF921VEvBBE2536rDVw9YVHDYNJA5bfU,1ur94aJt4NR2nQv42aAje3vfJDzZLRhV5,19943.28,df4fd0ee1f98f5a50e094105dbe52d76d831f7d62ab988fe14009795d12f6673
19sF921VEvBBE2536rDVw9YVHDYNJA5bfU,14GPoyv7AC4cKaawH3ruTGyAWHHQqGXpuF,229003.47,df4fd0ee1f98f5a50e094105dbe52d76d831f7d62ab988fe14009795d12f6673
19sF921VEvBBE2536rDVw9YVHDYNJA5bfU,1KKNCeiGJWCzpH9xnNV2dhYWfM55soCdYF,7564.60,df4fd0ee1f98f5a50e094105dbe52d76d831f7d62ab988fe14009795d12f6673
19sF921VEvBBE2536rDVw9YVHDYNJA5bfU,16iwcSsNCsShUZa3qUaCikERACZ9Nw72Df,9169.20,df4fd0ee1f98f5a50e094105dbe52d76d831f7d62ab988fe14009795d12f6673
19sF921VEvBBE2536rDVw9YVHDYNJA5bfU,19qNCB2b9azsZq4JHVoHQ39mbSqP7TaKX1,195764.66,df4fd0ee1f98f5a50e094105dbe52d76d831f7d62ab988fe14009795d12f6673
19sF921VEvBBE2536rDVw9YVHDYNJA5bfU,19X9tA6GYgSbSJfXv6roySrBPYVfygr6xb,76334.58,df4fd0ee1f98f5a50e094105dbe52d76d831f7d62ab988fe14009795d12f6673
19sF921VEvBBE2536rDVw9YVHDYNJA5bfU,1AqaGfRE2LkixANdY2hFLjCfAcNrrns9Sp,13753.94,df4fd0ee1f98f5a50e094105dbe52d76d831f7d62ab988fe14009795d12f6673
19sF921VEvBBE2536rDVw9YVHDYNJA5bfU,1QBgYLFfFZE9YEprdw5ii4woggBygdcDBV,379562.90,df4fd0ee1f98f5a50e094105dbe52d76d831f7d62ab988fe14009795d12f6673
19sF921VEvBBE2536rDVw9YVHDYNJA5bfU,19SPQeNGWkKXNXM3iqov1Jp4ZWgcebqUtG,381672.35,df4fd0ee1f98f5a50e094105dbe52d76d831f7d62ab988fe14009795d12f6673
19sF921VEvBBE2536rDVw9YVHDYNJA5bfU,1KuPb4JJVZsFwfr9he64xtRZe68WP4hN42,38281.97,df4fd0ee1f98f5a50e094105dbe52d76d831f7d62ab988fe14009795d12f6673
1MDBposvXbJJas7FQKcXay3oJij64eAfYB,1PN4aBsdodxbuZsjrD4wvCP9qC34fJiU1H,19316.40,df4fd0ee1f98f5a50e094105dbe52d76d831f7d62ab988fe14009795d12f6673
1MDBposvXbJJas7FQKcXay3oJij64eAfYB,1ur94aJt4NR2nQv42aAje3vfJDzZLRhV5,50925.72,df4fd0ee1f98f5a50e094105dbe52d76d831f7d62ab988fe14009795d12f6673
1MDBposvXbJJas7FQKcXay3oJij64eAfYB,14GPoyv7AC4cKaawH3ruTGyAWHHQqGXpuF,584766.53,df4fd0ee1f98f5a50e094105dbe52d76d831f7d62ab988fe14009795d12f6673
1MDBposvXbJJas7FQKcXay3oJij64eAfYB,1KKNCeiGJWCzpH9xnNV2dhYWfM55soCdYF,19316.40,df4fd0ee1f98f5a50e094105dbe52d76d831f7d62ab988fe14009795d12f6673
1MDBposvXbJJas7FQKcXay3oJij64eAfYB,16iwcSsNCsShUZa3qUaCikERACZ9Nw72Df,23413.80,df4fd0ee1f98f5a50e094105dbe52d76d831f7d62ab988fe14009795d12f6673
1MDBposvXbJJas7FQKcXay3oJij64eAfYB,19qNCB2b9azsZq4JHVoHQ39mbSqP7TaKX1,499890.34,df4fd0ee1f98f5a50e094105dbe52d76d831f7d62ab988fe14009795d12f6673
1MDBposvXbJJas7FQKcXay3oJij64eAfYB,19X9tA6GYgSbSJfXv6roySrBPYVfygr6xb,194922.42,df4fd0ee1f98f5a50e094105dbe52d76d831f7d62ab988fe14009795d12f6673
1MDBposvXbJJas7FQKcXay3oJij64eAfYB,1AqaGfRE2LkixANdY2hFLjCfAcNrrns9Sp,35121.06,df4fd0ee1f98f5a50e094105dbe52d76d831f7d62ab988fe14009795d12f6673
1MDBposvXbJJas7FQKcXay3oJij64eAfYB,1QBgYLFfFZE9YEprdw5ii4woggBygdcDBV,969224.10,df4fd0ee1f98f5a50e094105dbe52d76d831f7d62ab988fe14009795d12f6673
1MDBposvXbJJas7FQKcXay3oJij64eAfYB,19SPQeNGWkKXNXM3iqov1Jp4ZWgcebqUtG,974610.65,df4fd0ee1f98f5a50e094105dbe52d76d831f7d62ab988fe14009795d12f6673
1MDBposvXbJJas7FQKcXay3oJij64eAfYB,1KuPb4JJVZsFwfr9he64xtRZe68WP4hN42,97754.03,df4fd0ee1f98f5a50e094105dbe52d76d831f7d62ab988fe14009795d12f6673
1FDuU3N5mmC4edy4Fm5xAsMkF4GuEt4sWq,1CmT7PjdACab8QfJXmzYpKvfvbbvHyPsVp,730152.00,830154c7fe67c85dc220726a075b5b0c8fd62552428bdc0fb674fed7b42e1c9b
1FDuU3N5mmC4edy4Fm5xAsMkF4GuEt4sWq,17gyzafoi3MhUiNKFovG9NLHVhWqsLv2to,3613213.00,830154c7fe67c85dc220726a075b5b0c8fd62552428bdc0fb674fed7b42e1c9b
